taxonId,species name,year,month,latitude,longitude
52773,Poanes zabulon,2017,10,19.0449896594,-98.4567207098
52773,Poanes zabulon,2017,11,10.2824385,-84.798789
52773,Poanes zabulon,2017,11,40.420362715,-79.846648648
